,ticket_id,created_at,borough,request_type,channel,priority,distance_km,crew_size,service_time_min,status,cost_cad,is_canceled,cost_per_km,is_long_job
50,10050,2025-11-03,south,Pickup,WEB,2,7.57,4,33.0,Completed,81.51,False,10.767503302509908,False
51,10051,2025-09-17,central,Hazard,APP,1,12.38,2,70.0,Completed,106.01,False,8.563004846526656,True
52,10052,2025-10-01,west,Recycling,PHONE,1,13.57,1,85.0,Completed,103.36,False,7.616801768607222,True
53,10053,2025-10-10,south,Compost,WEB,2,5.06,1,41.0,Completed,56.88,False,11.24110671936759,False
54,10054,2025-10-12,central,Compost,PHONE,3,9.08,4,43.0,Completed,80.49,False,8.86453744493392,False
55,10055,2025-09-04,south,Hazard,PHONE,1,9.18,4,45.0,Completed,94.63,False,10.308278867102397,False
56,10056,2025-10-16,north,Pickup,PHONE,1,8.66,1,73.0,Completed,76.32,False,8.812933025404156,True
57,10057,2025-09-13,south,Pickup,APP,2,8.7,2,54.0,Completed,66.97,False,7.697701149425288,True
58,10058,2025-11-02,east,Pickup,APP,3,8.41,1,44.0,Completed,64.25,False,7.639714625445897,False
59,10059,2025-10-28,south,Pickup,APP,2,12.56,2,68.0,Completed,87.54,False,6.969745222929936,True
60,10060,2025-11-17,south,Recycling,PHONE,3,10.81,3,52.0,Completed,89.5,False,8.279370952821461,True
61,10061,2025-11-02,central,Hazard,APP,3,4.32,3,36.0,Completed,84.99,False,19.673611111111107,False
62,10062,2025-10-01,north,Hazard,APP,2,9.89,2,54.0,Completed,91.22,False,9.223458038422649,True
63,10063,2025-11-21,north,Recycling,WEB,3,10.18,2,47.0,Completed,67.45,False,6.62573673870334,False
64,10064,2025-10-05,south,Bulk,APP,2,8.44,3,43.0,Canceled,99.99,True,11.847156398104266,False
65,10065,2025-09-28,west,Compost,APP,2,10.89,3,53.0,Completed,86.72,False,7.963269054178144,True
66,10066,2025-11-16,central,Hazard,APP,2,8.06,1,60.0,Completed,80.16,False,9.945409429280396,True
67,10067,2025-10-02,central,Pickup,APP,3,8.1,1,57.0,Completed,80.6,False,9.950617283950617,True
68,10068,2025-09-07,south,Recycling,WEB,2,7.86,2,49.0,Completed,67.79,False,8.62468193384224,False
69,10069,2025-10-10,south,Recycling,APP,2,1.45,2,26.0,Completed,44.97,False,31.013793103448275,False
70,10070,2025-11-06,north,Pickup,APP,3,7.26,4,37.0,Completed,64.17,False,8.838842975206612,False
71,10071,2025-09-16,east,Recycling,INPERSON,2,5.5,4,58.0,Completed,104.91,False,19.074545454545454,True
72,10072,2025-10-09,central,Hazard,WEB,3,3.94,3,24.0,Completed,80.6,False,20.45685279187817,False
73,10073,2025-09-11,west,Hazard,WEB,3,11.8,1,63.0,Completed,89.95,False,7.622881355932203,True
74,10074,2025-10-28,east,Hazard,WEB,1,9.01,1,95.0,Canceled,117.33,True,13.02219755826859,True
75,10075,2025-10-10,south,Compost,WEB,1,7.41,2,58.0,Completed,74.65,False,10.074224021592443,True
76,10076,2025-09-28,central,Pickup,APP,2,5.81,3,30.0,Completed,60.78,False,10.461273666092945,False
77,10077,2025-09-20,east,Pickup,PHONE,3,8.39,3,52.0,Completed,86.68,False,10.33134684147795,True
78,10078,2025-10-18,north,Recycling,PHONE,2,10.47,1,60.0,Completed,72.33,False,6.908309455587392,True
79,10079,2025-10-27,south,Recycling,APP,2,5.02,4,44.0,Completed,86.41,False,17.213147410358566,False
80,10080,2025-11-18,north,Recycling,APP,1,7.49,2,53.0,Completed,79.04,False,10.552736982643525,True
81,10081,2025-10-07,north,Bulk,APP,2,10.1,3,51.0,Completed,100.48,False,9.948514851485148,True
82,10082,2025-09-14,north,Recycling,PHONE,2,1.69,1,52.0,Completed,57.87,False,34.242603550295854,True
83,10083,2025-11-09,east,Compost,WEB,1,7.33,4,54.0,Completed,98.49,False,13.43656207366985,True
84,10084,2025-10-23,west,Pickup,WEB,3,6.21,3,46.0,Completed,70.04,False,11.278582930756844,False
85,10085,2025-10-29,south,Pickup,APP,1,7.1,1,66.0,Completed,75.6,False,10.647887323943662,True
86,10086,2025-09-09,south,Pickup,APP,3,6.0,2,37.0,Completed,48.9,False,8.15,False
87,10087,2025-09-27,central,Pickup,Unknown,1,7.91,2,61.0,Completed,74.78,False,9.45385587863464,True
88,10088,2025-11-04,west,Compost,PHONE,3,13.27,1,82.0,Completed,77.29,False,5.824415975885457,True
89,10089,2025-11-09,east,Recycling,WEB,2,6.53,4,42.0,Completed,84.85,False,12.99387442572741,False
90,10090,2025-10-07,south,Pickup,WEB,1,8.38,4,68.0,Completed,120.26,False,14.350835322195703,True
91,10091,2025-11-07,central,Compost,WEB,1,13.48,4,76.0,Completed,117.5,False,8.716617210682493,True
92,10092,2025-11-10,south,Recycling,WEB,1,5.85,2,51.0,Completed,75.31,False,12.873504273504274,True
93,10093,2025-10-03,south,Pickup,INPERSON,2,12.94,3,65.0,Completed,110.36,False,8.528593508500773,True
94,10094,2025-11-15,central,Pickup,PHONE,3,7.52,2,46.0,Completed,69.12,False,9.191489361702128,False
95,10095,2025-09-25,east,Pickup,APP,2,12.85,2,56.0,Completed,71.61,False,5.572762645914397,True
96,10096,2025-09-21,west,Bulk,APP,2,9.75,3,52.0,Completed,98.13,False,10.064615384615385,True
97,10097,2025-10-28,east,Pickup,APP,2,8.42,2,54.0,Completed,74.3,False,8.824228028503562,True
98,10098,2025-10-24,west,Pickup,APP,2,7.3,4,41.0,Completed,81.15,False,11.116438356164384,False
99,10099,2025-09-12,south,Pickup,APP,2,5.63,1,55.0,Completed,80.6,False,14.316163410301954,True
100,10100,2025-11-09,south,Recycling,INPERSON,2,7.73,1,59.0,Completed,73.46,False,9.503234152652004,True
101,10101,2025-09-17,south,Pickup,APP,2,10.19,4,59.0,Completed,108.21,False,10.619234543670265,True
102,10102,2025-11-07,north,Compost,INPERSON,3,7.46,4,46.0,Completed,79.82,False,10.699731903485254,False
103,10103,2025-09-01,central,Pickup,WEB,2,6.55,4,43.0,Completed,81.94,False,12.509923664122137,False
104,10104,2025-11-06,south,Bulk,PHONE,1,6.75,2,42.0,Completed,78.12,False,11.573333333333334,False
105,10105,2025-11-06,east,Bulk,PHONE,1,10.48,2,79.0,Completed,101.64,False,9.698473282442748,True
106,10106,2025-11-05,west,Recycling,APP,2,11.18,1,69.0,Completed,83.91,False,7.505366726296959,True
107,10107,2025-10-26,west,Pickup,PHONE,2,5.5,2,42.0,Completed,79.11,False,14.383636363636363,False
108,10108,2025-10-10,east,Compost,APP,3,5.49,3,33.0,Completed,63.06,False,11.486338797814208,False
109,10109,2025-10-30,east,Compost,WEB,2,8.64,2,49.0,Canceled,67.06,True,7.7615740740740735,False
110,10110,2025-09-24,central,Pickup,APP,2,12.08,2,76.0,Completed,98.73,False,8.173013245033113,True
111,10111,2025-11-05,west,Pickup,APP,2,10.94,1,80.0,Completed,83.41,False,7.624314442413163,True
112,10112,2025-10-17,central,Hazard,WEB,2,3.74,2,41.0,Completed,79.1,False,21.149732620320854,False
113,10113,2025-10-09,central,Recycling,PHONE,3,6.71,3,39.0,Completed,69.06,False,10.29210134128167,False
114,10114,2025-10-13,west,Pickup,PHONE,1,4.71,3,48.0,Completed,64.37,False,13.666666666666668,False
115,10115,2025-10-18,north,Pickup,PHONE,2,6.7,3,44.0,Completed,77.04,False,11.498507462686568,False
116,10116,2025-09-04,east,Bulk,APP,3,12.31,4,54.0,Canceled,114.21,True,9.27782290820471,True
117,10117,2025-09-12,north,Compost,PHONE,2,3.23,1,47.0,Completed,63.78,False,19.74613003095975,False
118,10118,2025-09-21,west,Recycling,APP,3,2.64,2,26.0,Completed,47.73,False,18.079545454545453,False
119,10119,2025-09-10,central,Hazard,APP,2,5.01,3,40.0,Completed,82.97,False,16.560878243512974,False
120,10120,2025-10-07,east,Recycling,APP,3,8.36,2,49.0,Completed,68.0,False,8.133971291866029,False
121,10121,2025-10-27,east,Pickup,APP,2,9.36,4,55.0,Completed,85.7,False,9.155982905982906,True
122,10122,2025-10-25,north,Recycling,APP,2,8.81,1,57.0,Completed,58.38,False,6.626560726447219,True
123,10123,2025-10-10,central,Recycling,PHONE,1,11.03,1,81.0,Completed,92.26,False,8.364460562103355,True
124,10124,2025-11-11,north,Pickup,APP,1,2.21,2,31.0,Canceled,50.97,True,23.063348416289593,False
125,10125,2025-10-18,north,Pickup,APP,2,11.07,2,56.0,Completed,81.74,False,7.383920505871725,True
126,10126,2025-09-07,south,Recycling,PHONE,1,6.56,4,43.0,Completed,75.05,False,11.440548780487806,False
127,10127,2025-11-04,Unknown,Bulk,Unknown,2,9.69,2,47.0,Completed,84.2,False,8.68937048503612,False
128,10128,2025-10-19,east,Pickup,PHONE,3,3.53,2,40.0,Completed,58.15,False,16.473087818696886,False
129,10129,2025-10-24,east,Bulk,WEB,3,7.51,1,46.0,Completed,60.94,False,8.114513981358188,False
130,10130,2025-10-18,south,Bulk,APP,1,8.21,2,52.0,Completed,94.44,False,11.503045066991472,True
131,10131,2025-10-17,north,Bulk,WEB,3,10.97,3,63.0,Completed,116.2,False,10.592525068368277,True
132,10132,2025-09-08,north,Compost,APP,1,2.74,3,32.0,Completed,74.15,False,27.062043795620436,False
133,10133,2025-10-17,south,Compost,APP,2,7.59,3,45.0,Completed,75.04,False,9.8866930171278,False
134,10134,2025-11-06,north,Bulk,WEB,3,4.24,2,26.0,Completed,73.71,False,17.384433962264147,False
135,10135,2025-09-26,west,Pickup,WEB,1,9.02,1,76.0,Completed,77.43,False,8.584257206208427,True
136,10136,2025-10-21,north,Recycling,WEB,1,9.83,1,78.0,Completed,79.11,False,8.047812817904374,True
137,10137,2025-09-03,south,Bulk,APP,1,11.36,1,82.0,Completed,111.92,False,9.852112676056338,True
138,10138,2025-09-30,south,Pickup,WEB,2,5.89,3,45.0,Completed,68.22,False,11.582342954159593,False
139,10139,2025-10-07,south,Pickup,APP,3,10.28,4,50.0,Completed,96.94,False,9.429961089494164,False
140,10140,2025-11-22,north,Pickup,APP,1,11.58,4,59.0,Completed,102.66,False,8.865284974093264,True
141,10141,2025-09-19,north,Recycling,APP,1,2.57,2,33.0,Completed,60.78,False,23.64980544747082,False
142,10142,2025-09-24,central,Recycling,INPERSON,2,9.34,1,74.0,Completed,81.44,False,8.71948608137045,True
143,10143,2025-10-05,north,Pickup,APP,1,10.38,3,67.0,Completed,98.49,False,9.48843930635838,True
144,10144,2025-11-23,east,Compost,WEB,2,6.72,1,50.0,Completed,62.06,False,9.235119047619047,False
145,10145,2025-11-11,east,Hazard,PHONE,3,3.87,3,31.0,Completed,77.97,False,20.147286821705425,False
146,10146,2025-09-03,south,Pickup,WEB,2,10.33,2,56.0,Completed,71.96,False,6.966118102613746,True
147,10147,2025-09-20,east,Hazard,WEB,3,3.9,4,20.0,Completed,85.85,False,22.01282051282051,False
148,10148,2025-11-09,west,Pickup,WEB,2,6.96,3,46.0,Completed,78.02,False,11.209770114942529,False
149,10149,2025-09-05,central,Hazard,APP,3,7.38,3,38.0,Completed,86.16,False,11.674796747967479,False
150,10150,2025-11-11,south,Hazard,APP,1,9.65,2,54.0,Completed,91.8,False,9.512953367875648,True
151,10151,2025-09-24,south,Pickup,PHONE,1,5.62,4,33.0,Completed,86.92,False,15.466192170818506,False
152,10152,2025-11-17,south,Compost,APP,2,5.45,3,27.0,Completed,57.49,False,10.548623853211009,False
153,10153,2025-09-25,east,Hazard,APP,1,7.8,3,50.0,Completed,97.17,False,12.457692307692309,False
154,10154,2025-10-07,west,Hazard,APP,3,10.52,2,54.0,Completed,82.06,False,7.800380228136882,True
155,10155,2025-10-26,south,Hazard,APP,2,14.36,2,64.0,Completed,101.55,False,7.071727019498607,True
156,10156,2025-09-11,south,Recycling,APP,3,2.98,4,31.0,Completed,79.39,False,26.640939597315437,False
157,10157,2025-10-17,central,Pickup,APP,2,8.45,2,52.0,Completed,77.42,False,9.162130177514793,True
158,10158,2025-10-13,north,Compost,Unknown,2,4.24,1,52.0,Completed,61.55,False,14.516509433962263,True
159,10159,2025-11-05,east,Bulk,APP,2,10.56,2,57.0,Completed,100.89,False,9.553977272727272,True
160,10160,2025-11-23,west,Bulk,INPERSON,1,4.68,2,40.0,Completed,83.39,False,17.818376068376068,False
161,10161,2025-10-26,north,Recycling,INPERSON,2,5.48,2,43.0,Completed,70.53,False,12.870437956204379,False
162,10162,2025-10-05,north,Recycling,APP,2,5.73,1,42.0,Completed,57.31,False,10.00174520069808,False
163,10163,2025-10-05,north,Pickup,WEB,3,7.27,1,58.0,Completed,76.02,False,10.456671251719396,True
164,10164,2025-10-06,central,Compost,PHONE,2,8.47,2,45.0,Completed,64.73,False,7.642266824085006,False
165,10165,2025-11-08,north,Pickup,PHONE,1,8.95,2,67.0,Canceled,78.69,True,8.792178770949722,True
166,10166,2025-09-27,north,Compost,APP,2,7.48,1,55.0,Completed,67.73,False,9.054812834224599,True
167,10167,2025-09-15,north,Compost,APP,2,3.51,2,45.0,Completed,70.43,False,20.065527065527068,False
168,10168,2025-09-29,north,Recycling,APP,1,9.68,2,53.0,Completed,82.77,False,8.550619834710744,True
169,10169,2025-09-02,west,Recycling,PHONE,2,7.34,1,52.0,Completed,68.59,False,9.344686648501362,True
170,10170,2025-09-09,south,Pickup,INPERSON,2,10.99,2,63.0,Completed,94.52,False,8.600545950864422,True
171,10171,2025-09-08,east,Hazard,PHONE,1,5.38,2,58.0,Completed,99.82,False,18.553903345724905,True
172,10172,2025-11-04,east,Compost,WEB,2,2.69,1,56.0,Canceled,66.07,True,24.561338289962823,True
173,10173,2025-10-31,central,Recycling,INPERSON,1,7.4,4,51.0,Completed,86.14,False,11.64054054054054,True
174,10174,2025-10-29,north,Pickup,PHONE,2,11.39,1,85.0,Completed,94.1,False,8.26163301141352,True
175,10175,2025-10-09,central,Pickup,APP,1,7.98,3,51.0,Canceled,79.63,True,9.978696741854636,True
176,10176,2025-10-31,east,Recycling,WEB,2,6.9,3,53.0,Completed,86.12,False,12.481159420289854,True
177,10177,2025-09-14,north,Hazard,APP,1,4.89,4,35.0,Completed,97.58,False,19.955010224948875,False
178,10178,2025-11-15,west,Compost,APP,3,12.77,3,62.0,Completed,96.23,False,7.535630383711825,True
179,10179,2025-10-13,central,Pickup,PHONE,1,4.41,3,23.0,Completed,55.77,False,12.646258503401361,False
180,10180,2025-11-18,south,Compost,WEB,2,5.32,4,29.0,Completed,79.16,False,14.8796992481203,False
181,10181,2025-09-13,central,Recycling,APP,2,9.21,4,54.0,Completed,80.96,False,8.79044516829533,True
182,10182,2025-10-12,east,Compost,PHONE,1,1.93,1,36.0,Completed,46.84,False,24.269430051813472,False
183,10183,2025-10-29,east,Pickup,APP,2,11.32,4,60.0,Completed,110.21,False,9.735865724381625,True
184,10184,2025-10-12,central,Bulk,APP,3,9.37,2,58.0,Completed,107.32,False,11.45357524012807,True
185,10185,2025-10-08,south,Hazard,APP,3,10.2,1,59.0,Completed,89.94,False,8.81764705882353,True
186,10186,2025-09-14,central,Pickup,WEB,2,9.17,3,44.0,Completed,86.41,False,9.423118865866957,False
187,10187,2025-10-03,south,Bulk,WEB,1,7.02,4,45.0,Completed,107.76,False,15.350427350427353,False
188,10188,2025-09-21,west,Hazard,APP,2,4.31,1,40.0,Completed,67.52,False,15.665893271461718,False
189,10189,2025-09-26,east,Pickup,APP,2,7.08,1,56.0,Completed,67.88,False,9.587570621468926,True
190,10190,2025-10-28,north,Pickup,APP,1,4.57,4,42.0,Completed,85.88,False,18.792122538293214,False
191,10191,2025-10-23,south,Bulk,APP,2,8.96,3,48.0,Completed,93.41,False,10.425223214285714,False
192,10192,2025-10-22,south,Pickup,PHONE,2,9.92,1,79.0,Completed,83.46,False,8.413306451612902,True
193,10193,2025-10-01,north,Pickup,PHONE,2,11.93,4,53.0,Completed,89.68,False,7.517183570829841,True
194,10194,2025-11-20,north,Recycling,PHONE,2,8.62,2,64.0,Completed,86.97,False,10.089327146171694,True
195,10195,2025-09-08,south,Compost,APP,2,10.27,2,50.0,Completed,70.57,False,6.8714703018500485,False
196,10196,2025-09-29,north,Pickup,PHONE,1,6.61,2,53.0,Completed,71.19,False,10.770045385779122,True
197,10197,2025-09-10,north,Pickup,APP,2,6.07,3,51.0,Completed,79.55,False,13.105436573311366,True
198,10198,2025-09-29,west,Compost,APP,1,8.92,1,78.0,Completed,88.63,False,9.93609865470852,True
199,10199,2025-11-20,west,Recycling,WEB,2,6.34,2,42.0,Completed,67.58,False,10.659305993690852,False
200,10200,2025-10-01,west,Compost,WEB,2,8.31,2,56.0,Completed,69.42,False,8.353790613718411,True
201,10201,2025-11-16,south,Recycling,WEB,2,4.32,1,51.0,Completed,52.22,False,12.087962962962962,True
202,10202,2025-10-12,central,Hazard,WEB,1,4.86,4,38.0,Completed,105.83,False,21.77572016460905,False
203,10203,2025-10-29,east,Bulk,PHONE,2,9.41,1,69.0,Completed,86.8,False,9.22422954303932,True
204,10204,2025-10-09,north,Pickup,WEB,2,10.16,4,68.0,Completed,113.88,False,11.208661417322833,True
205,10205,2025-09-23,north,Compost,APP,2,4.54,1,52.0,Completed,70.6,False,15.55066079295154,True
206,10206,2025-11-04,west,Recycling,APP,3,9.51,2,56.0,Completed,80.6,False,8.475289169295477,True
207,10207,2025-11-21,north,Pickup,APP,2,5.9,1,58.0,Completed,71.03,False,12.038983050847458,True
208,10208,2025-09-23,east,Recycling,APP,3,7.55,2,33.0,Completed,58.6,False,7.7615894039735105,False
209,10209,2025-11-05,central,Bulk,APP,1,11.75,3,69.0,Completed,131.56,False,11.19659574468085,True
210,10210,2025-09-22,north,Pickup,APP,2,9.92,1,58.0,Completed,52.59,False,5.301411290322581,True
211,10211,2025-10-31,north,Pickup,WEB,1,9.89,3,55.0,Completed,83.96,False,8.489383215369058,True
212,10212,2025-11-06,central,Pickup,WEB,2,13.23,4,80.0,Completed,127.09,False,9.606198034769463,True
213,10213,2025-10-08,east,Recycling,PHONE,1,5.39,2,46.0,Completed,64.68,False,12.000000000000002,False
214,10214,2025-11-01,north,Recycling,APP,2,4.54,1,43.0,Completed,59.79,False,13.169603524229075,False
215,10215,2025-09-23,central,Recycling,WEB,2,5.33,3,48.0,Completed,79.86,False,14.98311444652908,False
216,10216,2025-09-07,central,Pickup,APP,2,6.74,1,48.0,Completed,57.89,False,8.589020771513352,False
217,10217,2025-09-09,north,Pickup,APP,1,0.44,1,38.0,Completed,45.95,False,104.43181818181819,False
218,10218,2025-10-08,west,Bulk,APP,1,6.88,2,63.0,Completed,97.71,False,14.202034883720929,True
219,10219,2025-11-15,south,Recycling,APP,2,5.87,2,44.0,Completed,61.52,False,10.480408858603067,False
220,10220,2025-09-11,north,Bulk,APP,2,9.85,1,53.0,Completed,81.48,False,8.272081218274112,True
221,10221,2025-10-09,east,Pickup,WEB,1,8.56,4,58.0,Canceled,80.6,True,9.41588785046729,True
222,10222,2025-10-30,south,Pickup,WEB,2,5.7,3,37.0,Completed,75.37,False,13.22280701754386,False
223,10223,2025-09-17,west,Pickup,PHONE,1,9.27,4,68.0,Completed,114.52,False,12.353829557713054,True
224,10224,2025-10-31,central,Recycling,APP,2,9.67,2,51.0,Completed,78.05,False,8.071354705274043,True
225,10225,2025-09-26,north,Recycling,WEB,2,5.19,2,50.0,Canceled,63.73,True,12.279383429672446,False
226,10226,2025-11-07,east,Compost,PHONE,1,6.02,4,60.0,Canceled,92.8,True,15.41528239202658,True
227,10227,2025-10-19,south,Recycling,APP,1,0.82,1,36.0,Completed,45.67,False,55.69512195121952,False
228,10228,2025-10-16,central,Recycling,PHONE,1,4.23,2,43.0,Completed,81.24,False,19.205673758865245,False
229,10229,2025-09-15,south,Recycling,PHONE,1,5.27,4,46.0,Completed,97.3,False,18.462998102466795,False
230,10230,2025-10-09,east,Pickup,APP,2,7.72,2,43.0,Completed,60.52,False,7.839378238341969,False
231,10231,2025-11-11,east,Recycling,APP,3,4.66,4,34.0,Completed,80.85,False,17.34978540772532,False
232,10232,2025-09-02,south,Pickup,PHONE,3,5.96,2,38.0,Completed,63.47,False,10.649328859060402,False
233,10233,2025-11-03,west,Recycling,APP,2,3.82,2,35.0,Completed,48.04,False,12.575916230366493,False
234,10234,2025-10-12,west,Pickup,APP,2,8.01,4,47.0,Completed,98.87,False,12.343320848938827,False
235,10235,2025-10-31,east,Compost,APP,2,8.78,1,63.0,Completed,70.35,False,8.0125284738041,True
236,10236,2025-10-26,west,Hazard,INPERSON,3,8.71,4,46.0,Completed,80.6,False,9.253731343283581,False
237,10237,2025-10-07,central,Pickup,APP,1,7.54,1,59.0,Completed,67.69,False,8.977453580901857,True
238,10238,2025-09-26,south,Bulk,APP,2,2.88,2,30.0,Completed,76.37,False,26.517361111111114,False
239,10239,2025-10-23,east,Compost,APP,2,5.64,3,39.0,Completed,67.02,False,11.882978723404255,False
240,10240,2025-09-12,north,Pickup,WEB,1,6.28,3,48.0,Canceled,69.86,True,11.124203821656051,False
241,10241,2025-10-20,west,Compost,PHONE,2,6.29,4,37.0,Canceled,83.09,True,13.20985691573927,False
242,10242,2025-09-08,east,Bulk,WEB,3,7.72,4,44.0,Completed,93.54,False,12.11658031088083,False
243,10243,2025-10-25,south,Hazard,APP,3,11.78,3,41.0,Completed,89.64,False,7.609507640067912,False
244,10244,2025-10-23,Unknown,Hazard,APP,1,9.94,3,54.0,Completed,110.92,False,11.158953722334005,True
245,10245,2025-09-08,central,Pickup,PHONE,2,4.54,2,37.0,Completed,61.62,False,13.572687224669602,False
246,10246,2025-11-03,south,Recycling,APP,2,9.54,4,44.0,Completed,94.05,False,9.858490566037736,False
247,10247,2025-10-05,west,Recycling,WEB,2,9.42,3,65.0,Canceled,99.97,True,10.612526539278132,True
248,10248,2025-11-06,north,Pickup,WEB,2,5.08,1,50.0,Canceled,73.46,True,14.46062992125984,False
249,10249,2025-09-04,central,Pickup,PHONE,1,10.05,4,60.0,Completed,99.47,False,9.897512437810944,True
250,10250,2025-09-16,north,Hazard,INPERSON,3,7.02,2,40.0,Completed,81.39,False,11.594017094017095,False
251,10251,2025-10-12,north,Pickup,PHONE,3,3.27,2,31.0,Completed,49.82,False,15.235474006116208,False
